date,open,high,low,close,adj_close,volume,asset_code,asset_type
26-03-2020 00:00,238,248.375,238,247.4438477,247.4438477,608022,AUBANK.NS,equity
30-04-2020 00:00,276.95001220703125,282.54998779296875,264.125,271.10479736328125,271.10479736328125,3807484,AUBANK.NS,equity
11-05-2020 00:00,205.3000030517578,209.5,200.0749969482422,199.32492065429688,199.32492065429688,2826698,AUBANK.NS,equity
16-06-2020 00:00,236.5,239.4499969482422,229.5,238.40286254882812,238.40286254882812,1892330,AUBANK.NS,equity
08-07-2020 00:00,321.29998779296875,328.125,305.0249938964844,321.9385070800781,321.9385070800781,2778488,AUBANK.NS,equity
30-07-2020 00:00,371,374.20001220703125,354.54998779296875,353.2207946777344,353.2207946777344,2113056,AUBANK.NS,equity
31-07-2020 00:00,347.4750061035156,372.2749938964844,340.29998779296875,368.8370361328125,368.8370361328125,1535146,AUBANK.NS,equity
13-08-2020 00:00,364.95001220703125,366.45001220703125,355.5,356.9816589355469,356.9816589355469,450518,AUBANK.NS,equity
07-09-2020 00:00,331.95001220703125,331.95001220703125,316,324.0804443359375,324.0804443359375,1019238,AUBANK.NS,equity
25-09-2020 00:00,308.82501220703125,333.8500061035156,308.82501220703125,326.8948669433594,326.8948669433594,1166266,AUBANK.NS,equity
09-10-2020 00:00,365.4750061035156,391.45001220703125,360.04998779296875,369.11102294921875,369.11102294921875,2112564,AUBANK.NS,equity
14-10-2020 00:00,370,375,357.625,367.0188903808594,367.0188903808594,1380576,AUBANK.NS,equity
20-10-2020 00:00,377.5,398.45001220703125,377.5,392.7470703,392.7470703,1310886,AUBANK.NS,equity
06-11-2020 00:00,380.5,394.92498779296875,380.5,384.6525573730469,384.6525573730469,833332,AUBANK.NS,equity
14-11-2020 00:00,425,434.32501220703125,424,424.5523376464844,424.5523376464844,186022,AUBANK.NS,equity
15-12-2020 00:00,462.8500061035156,464.125,452.5,459.5705566,459.5705566,464160,AUBANK.NS,equity
30-12-2020 00:00,427.5,430,420.82501220703125,424.6271057128906,424.6271057128906,1182792,AUBANK.NS,equity
07-01-2021 00:00,446.9750061035156,450,440.57501220703125,442.3354492,442.3354492,1155794,AUBANK.NS,equity
01-04-2021 00:00,625,639,607.5,631.5733032226562,631.5733032226562,2174106,AUBANK.NS,equity
11-05-2021 00:00,467,489.07501220703125,465.25,483.05718994140625,483.05718994140625,3751410,AUBANK.NS,equity
26-05-2021 00:00,485,486.5,476,479.7197570800781,479.7197570800781,2072998,AUBANK.NS,equity
21-06-2021 00:00,508.9750061035156,530.8499755859375,502.375,524.7254638671875,524.7254638671875,2042136,AUBANK.NS,equity
30-06-2021 00:00,540.0999755859375,541.75,516,515.9832763671875,515.9832763671875,3223154,AUBANK.NS,equity
09-09-2021 00:00,586,592.4749755859375,585,584.6748047,584.6748047,1379996,AUBANK.NS,equity
15-09-2021 00:00,568,577.25,566,565.8208008,565.8208008,2294956,AUBANK.NS,equity
23-09-2021 00:00,546.9000244140625,564.1500244140625,544,549.7064208984375,549.7064208984375,2972174,AUBANK.NS,equity
28-09-2021 00:00,564.9749755859375,571.8499755859375,553.3250122070312,561.6862793,561.6862793,3201270,AUBANK.NS,equity
04-10-2021 00:00,592,601.5499877929688,592,592.470459,592.470459,1668462,AUBANK.NS,equity
06-10-2021 00:00,622.4000244140625,630,598.4000244140625,599.2947998046875,599.2947998046875,6124484,AUBANK.NS,equity
07-10-2021 00:00,611.0250244140625,611.0250244140625,599.5,600.6895751953125,600.6895751953125,1637240,AUBANK.NS,equity
03-11-2021 00:00,625,630.2750244140625,598.5250244140625,603.2548828,603.2548828,1436236,AUBANK.NS,equity
23-12-2021 00:00,522.5,530,511.32501220703125,520.4664306640625,520.4664306640625,1713196,AUBANK.NS,equity
01-02-2022 00:00,662,678.5,650.5499877929688,670.9750366210938,670.9750366210938,3775208,AUBANK.NS,equity
18-02-2022 00:00,632.5,640,626.5,628.1860961914062,628.1860961914062,1083516,AUBANK.NS,equity
02-03-2022 00:00,592.5,610.5,584.5250244140625,602.4080200195312,602.4080200195312,2434242,AUBANK.NS,equity
05-04-2022 00:00,669.5,672,649,654.9603271484375,654.9603271484375,2714370,AUBANK.NS,equity
13-04-2022 00:00,702.9000244140625,714.75,698.5,698.7705078,698.7705078,2800716,AUBANK.NS,equity
12-05-2022 00:00,631.9500122070312,634.9749755859375,608.4000244140625,617.2024536132812,617.2024536132812,3019552,AUBANK.NS,equity
20-05-2022 00:00,640,657.5,637.0499877929688,652.6439819335938,652.6439819335938,2417282,AUBANK.NS,equity
22-06-2022 00:00,607,609.2999877929688,595.5499877929688,596.8041381835938,596.8041381835938,1423249,AUBANK.NS,equity
06-07-2022 00:00,560.5,585,558,579.4694213867188,579.4694213867188,2202048,AUBANK.NS,equity
25-08-2022 00:00,656.4000244140625,668,645,646.6244506835938,646.6244506835938,3640290,AUBANK.NS,equity
30-09-2022 00:00,602.7999877929688,624.9000244140625,588,617.4091797,617.4091797,2359873,AUBANK.NS,equity
27-10-2022 00:00,576.5,583.25,575.9500122070312,579.1701049804688,579.1701049804688,1156810,AUBANK.NS,equity
15-11-2022 00:00,636.9000244140625,638.8499755859375,632,632.0666504,632.0666504,977826,AUBANK.NS,equity
17-11-2022 00:00,621.7999877929688,621.7999877929688,605.5,609.1332397460938,609.1332397460938,1431167,AUBANK.NS,equity
16-12-2022 00:00,660,676,660,665.1207885742188,665.1207885742188,1692206,AUBANK.NS,equity
